id,barcode,name,spec,unit,price,brand,supplier,made_in
61,6938315098983,好吉利迷你型手帕纸,210mm*210mm,包,4.30,好吉利,福建恒利纸业有限公司,福建
69,6938636620016,草原阿妈火锅底料 200g 辣汤,200克,包,7.8,草原阿妈,内蒙古草原阿妈食品有限公司,包头
70,6938636620023,草原阿妈火锅底料微辣香汤200克,200克,包,9.00,草原阿妈,内蒙古草原阿妈食品有限公司,包头
71,6938636620030,草原阿妈清汤火锅底料200g,200g/200g,袋,7.8,草原阿妈,内蒙古草原阿妈食品有限公司,包头
72,6938636620689,草原阿妈枸杞香汤,180克,袋,10.40,草原阿妈,内蒙古草原阿妈食品有限公司,包头
73,6938636620696,草原阿妈枸杞清汤,180克,袋,7.90,草原阿妈,内蒙古草原阿妈食品有限公司,包头
76,6938902618082,拉芳营养柔顺洗发露（滋润修护）,200ml,瓶,10.9,拉芳,拉芳家化股份有限公司,广东
77,6938902618099,拉芳营养柔顺洗发露（水润去屑）,400ml,瓶,29.80,拉芳,拉芳家化股份有限公司,广东
78,6938902618112,拉芳营养柔顺洗发露（焗油垂顺）,400ml,瓶,25.0,拉芳,拉芳家化股份有限公司,广东
79,6938902618129,拉芳营养柔顺洗发露（滋润修护）,400ml,瓶,22.80,拉芳,拉芳家化股份有限公司,广东
80,6938902618228,活性营养护发素（焗油纯养）,500ml,瓶,8.50,拉芳,拉芳家化股份有限公司,广州
81,6938902618563,140g拉芳啫喱水(动感亮泽),140ml,瓶,7.9,拉芳,拉芳家化股份有限公司,广州
83,6938902619218,拉芳营养柔顺洗发露（焗油去屑）,400ml,瓶,28.2,拉芳,拉芳家化股份有限公司,广东
100,6933266600049,百事可乐可乐型汽水,2.0L/瓶,瓶,6.5,Pepsi,济南百事可乐饮料有限公司,山东
101,6933266600230,美年达橙味汽水,2.0L/瓶,瓶,7.70,美年达,济南百事可乐饮料有限公司,青岛
102,6933266600384,美年达青苹果味汽水 2.0L,2L,瓶,5.8,美年达果味型汽水,济南百事可乐饮料有限公司,青岛
105,6933453800078,“红99”牌重庆火锅浓缩底料400g,400g,袋,8.5,“红99”,重庆红九九食品有限公司,四川
106,6911988014887,360g法式软面包香橙味,包,包,11.00,福建省达利集团有限公司,达利食品集团有限公司,福建
114,6912011033882,舒爽丝薄棉柔日用20片*24,1*20*24,包,6.80,舒爽,福建南安恒利纸品有限公司,福建
115,6912011033936,舒爽亲肤SC8220,1*20*24,包,7.00,舒爽,福建南安恒利纸品有限公司,福建
117,6912011600107,好舒爽(恒利)加长卫生护垫(加长~非透气)1033_20片,1*20*48,包,3.50,好舒爽,福建南安恒利纸品有限公司,福建
119,6912782471098,河套老窖42度珍品,500ML,瓶,0,内蒙古河套酒业集团股份有限公司,内蒙古河套酒业集团股份有限公司,内蒙古
122,6913393108236,400ml霸王黑芝麻黑亮洗发露（流通2014版）,400ml,瓶,29.80,霸王,霸王(广州)有限公司,广东
123,6913393108243,400ml霸王首乌乌发洗发露（流通2014版）,400ml,瓶,26.5,霸王,霸王(广州)有限公司,广东
124,6920761221985,500ml鲜味鲜生抽,500ml,瓶,7.80,加加,加加食品集团股份有限公司,郑州
125,6920780132309,番茄沙司,250gX20,瓶,3,唐三记,深圳市好味佳食品有限公司,深圳
127,6920790966628,孜然粉,35g,包,5.30,肖家香料,洛阳市肖氏香料有限公司,洛阳
128,6920790966697,肖家香料 包子饺子料35g,35克,包,3.00,肖家香料,洛阳市肖氏香料有限公司,洛阳
130,6920790980303,大盘鸡料,35克,袋,3.00,肖家香料,洛阳市肖氏香料有限公司,.洛阳
131,6920790980310,肖家香料 大红花椒25g,25克,包,3.50,肖家香料,洛阳市肖氏香料有限公司,洛阳
132,6920790980327,大红八角,30克,包,3.00,肖家香料,洛阳市肖氏香料有限公司,洛阳
136,6920912341999,盼盼麦香鸡味块,105克,包,29.0,盼盼,福建省晋江福源食品有限公司,福建
137,6920912342002,烧烤牛排味块 105g,105克,包,29.0,盼盼,福建省晋江福源食品有限公司,福建
138,6920912342019,105g盼盼墨西哥鸡卷,105克,包,29.0,盼盼,福建省晋江福源食品有限公司,福建
144,6920912353671,法式软面包香蕉味,200克,包,8.00,盼盼,福建省晋江福源食品有限公司,福建
150,6911988006547,45克可比克烧烤味薯片,45g,桶,3.50,可比克,达利食品集团有限公司,福建
151,6911988006783,250克枚注心蛋黄派,250克,袋,8,达利园,达利食品集团有限公司,福建
152,6911988006790,蛋黄派注心派蛋黄风味500g,500克,包,29.0,达利园,达利食品集团有限公司,福建
154,6911988009760,好吃点香脆杏仁饼108g,108克,包,4,好吃点,达利食品集团有限公司,福建
155,6911988009777,108克好吃点香脆腰果饼,108g,包,3.30,达利园,达利食品集团有限公司,福建
156,6911988009784,好吃点香脆核桃饼,108克,包,5,达利,达利食品集团有限公司,福建
158,6911988010933,198g金麦圈椰蓉味,165*300*50,包,6,达利园,达利食品集团有限公司,福建
159,6911988011619,达利园法式小面包香奶味400克,400克,包,22.0,达利园,达利食品集团有限公司,福建
161,6911988013217,105克可比克薯片孜然串烧味,kg,桶,8.9,福建省达利食品集团有限公司,达利食品集团有限公司,福建
163,6911988013262,45克可比克薯片韩式泡菜味,kg,桶,3.8,福建省达利食品集团有限公司,达利食品集团有限公司,福建
164,6911988013538,160克枚达利园瑞士卷草莓味,160克,包,5.90,160克达利园瑞士卷草莓味,达利食品集团有限公司,福建
165,6911988013613,240克达利园瑞士卷草莓味,240克,袋,19.0,240克达利园瑞士卷草莓味,达利食品集团有限公司,福建
166,6911988013644,瑞士卷香蕉风味240g,240克,袋,29.0,达利园,达利食品集团有限公司,福建
167,6911988014832,达利园香奶味软面包200克,200克,包,7.00,达利园,达利食品集团有限公司,福建
168,6906303000409,十三香调味品,长方体包装,包,9,王守义十三香,驻马店市王守义十三香调味品集团有限公司,驻马店
169,6906303004469,王守义炖肉料24克内装2小包,24克,包,3.00,王守义,驻马店市王守义十三香调味品集团有限公司,驻马店
170,6906303004476,王守义花椒粉,20克/袋,包,3.80,王守义十三香,驻马店市王守义十三香调味品集团有限公司,驻马店
171,6906303004544,24g十三香炖鸡料,24克（内含2小包）,袋,3.00,王守义,驻马店市王守义十三香调味品集团有限公司,驻马店
172,6906303004551,王守义金装炖鱼料24g,*1/件,袋,3.00,王守义,驻马店市王守义十三香调味品集团有限公司,驻马店
173,6906303004568,王守义包子饺子料调味料35克,35克,包,3.80,王守义,驻马店市王守义十三香调味品集团有限公司,驻马店
174,6906303004582,王守义孜然调料粉,35克,包,3.00,王守义,驻马店市王守义十三香调味品集团有限公司,驻马店
175,6906303004612,王守义白胡椒粉,25克/袋,包,4.20,王守义十三香,驻马店市王守义十三香调味品集团有限公司,驻马店
176,6921804700788,老干妈辣三丁油辣椒,280g,瓶,11.00,老干妈,贵阳南明老干妈风味食品有限责任公司,贵州
177,6921804700795,风味鸡油辣椒,280克/瓶,瓶,12.50,陶华碧老干妈,贵阳南明老干妈风味食品有限责任公司,贵州
182,6921899990590,富光新动感太空杯3型 容量500ml,500ML,个,8.90,富光,安徽省富光实业股份有限公司,安微
183,6921899990606,富光新动感太空杯3型,600ML,个,19.9,富光,安徽省富光实业股份有限公司,安微
184,6922130101034,太太乐鸡精调味料100克,100克,包,5.00,太太乐,上海太太乐食品有限公司,上海
185,6922130101485,太太乐200g三鲜鸡精调味料,200g,包,11.55,太太乐,上海太太乐食品有限公司,上海
187,6922165900138,山西特产老陈醋 紫林陈醋 二年陈酿(820ML/壶),820ml/瓶,瓶,7.5,紫林,山西紫林醋业股份有限公司,山西
189,6922165925438,紫林白米醋酿造食醋820ml 山西醋 紫林陈醋山西特产无添加剂厨房调料,820ml,毫升,6.0,紫林,山西紫林醋业股份有限公司,山西
190,6922190600515,奥妙净蓝全效无磷洗衣粉,1.1千克,包,11.70,OMO奥妙,联合利华(中国)有限公司,安微
192,6922448819447,迪彩 东方抗枯法则 防干枯 丝质柔亮 护发素 400g,400g/瓶,瓶,11.90,迪彩,广州市迪彩化妆品有限公司,广东
201,6934004601465,乐源果粒橙 复合果汁饮料（2.5L）,圆形瓶,桶,11.80,乐源,浙江乐源生物工程有限公司,浙江
202,6934004601472,乐源果粒橙复合果汁饮料,2.5L×6,件,6.5,乐源,浙江乐源生物工程有限公司,浙江
203,6934024515605,纯果乐鲜果粒甜橙味120ml,420ml/瓶,瓶,3.50,康师傅,百事饮料(广州)有限公司,天津
204,6934024515803,果缤纷柠爽萄醉味复合果汁饮料,(450+50)毫升,瓶,2.90,纯果乐,百事饮料(广州)有限公司,广东
205,6934024515841,果缤纷柠爽葡萄醉美味450ml,500mL(450mL+50mL) ×1,件,40.00,果缤纷,百事饮料(广州)有限公司,广东
206,6934024515902,果缤纷蜜桃樱桃味复合果汁饮料,(450+50)毫升,件,3.00,纯果乐,百事饮料(广州)有限公司,江苏
207,6934034500073,蔬菜卷,20g,包,38.9,泰美,泰美(郑州)食品有限公司,郑州
215,6934278800724,皂缸,皂缸,个,5,泰禾,台州市黄岩泰禾塑料厂,台州
226,6934284613233,李大厨酱肉味调味料,302g,包,5.9,李大厨,平顶山市李大厨食品有限公司,平顶山
232,6903148051658,OLAY美白清爽沐浴香皂125G,125G,块,6.60,玉兰油,广州宝洁有限公司,广州
233,6903148054215,120g佳洁士双效炫白牙膏6,120G/支,支,9.5,佳洁士,广州宝洁有限公司,广州
234,6903148075371,佳洁士珍珠盐白牙膏（柠檬清新）90克,90G,支,5.50,佳洁士,广州宝洁有限公司,广州
235,6903148078907,汰渍净白去渍洗衣粉1.36千克,1360G,包,12.00,汰渍,广州宝洁有限公司,广州
236,6903148078921,汰渍 洗衣粉 净白去渍(柠檬清新型)260克/袋 去油渍,260G/袋,包,2.5,汰渍,广州宝洁有限公司,广州
237,6903148079003,碧浪专业去渍无磷洗衣粉(清雅茉莉)1.7kg,1700G,包,20.50,碧浪,广州宝洁有限公司,广州
238,6903148080948,125g玉兰油香皂(美白滋润),125G/块,块,5.50,玉兰油,广州宝洁有限公司,广州
239,6903148082102,舒肤佳纯白清香型沐浴露200毫升,200ML,瓶,13.0,舒肤佳,广州宝洁有限公司,天津
240,6903148091432,乳液修复洗发露400ml,400ml,瓶,35.0,潘婷,广州宝洁有限公司,广州
241,6903148091470,潘婷丝质顺滑洗发露400ml,400ml,瓶,35.0,潘婷,广州宝洁有限公司,广州
242,6903148091654,舒肤佳纯白清香型香皂125g,125G/块,块,5.60,舒肤佳,广州宝洁有限公司,广州
243,6903148115077,飘柔精华护理滋润去屑500ML,500ML,瓶,27.9,飘柔,广州宝洁有限公司,广东
244,6903148115084,飘柔焗油护理洗发露,500ml/瓶,瓶,27.9,飘柔,广州宝洁有限公司,广东
245,6903148116975,汰渍全效360°洁净无磷洗衣粉1.65kg,1.65kg/包,包,16.0,汰渍,广州宝洁有限公司,广州
250,6903252714036,康师傅丰盛经典红烧牛肉开心桶面,单桶,桶,4.6,康师傅,天津顶益食品有限公司,天津
256,6904417100558,南街村武汉风味热干面（香辣味）面饼+配料262克,262克,盒,7.48,南街村,河南省南街村(集团)有限公司,郑州
257,6904417100664,湿面（麻酱凉面）,盒装248克,盒,4.6,南街村,河南省南街村(集团)有限公司,南街村
258,6906303888885,王守义十三香调味料,45g,盒,2.80,王守义,驻马店市王守义十三香调味品集团有限公司,驻马店
261,6906839615757,旺旺维多粒果冻爽（粒粒橙味）,150g,包,2.20,旺旺,南京旺旺食品有限公司,北京
262,6906839615764,旺旺维多粒果冻爽（粒粒桃味）,150g,包,2.20,旺旺,南京旺旺食品有限公司,北京
263,6906839615788,旺旺维多粒菠萝味可吸果冻,150克/袋,袋,2.20,旺旺,南京旺旺食品有限公司,福建
264,6907376500308,强生婴儿牛奶润肤皂125克,125克,块,7,强生婴儿,强生(中国)有限公司,上海
265,6907376500926,强生婴儿热痱粉,100克,盒,12.00,强生,强生(中国)有限公司,上海
266,6907435661544,好迪精华素焗油洗发水（柔亮焕彩）,400ml,瓶,22.00,好迪精华素,广州好迪集团有限公司,广东
267,6907435666785,好迪精华素营养洗发水（滋润养护）,400ml,瓶,25.99,好迪精华素,广州好迪集团有限公司,广东
268,6907435666983,好迪精华素保湿定型啫喱水（活力养护）,140ml,瓶,12.00,好迪,广州好迪集团有限公司,广州
269,6907435666990,好迪精华素保湿定型啫喱水（持久造型）,140ml,瓶,12.00,好迪,广州好迪集团有限公司,广州
274,6907435668758,好迪精华素亮发啫喱（亮泽养护）,200g,瓶,12.00,好迪精华素,广州好迪集团有限公司,广东
275,6907435668772,150g好迪啫喱膏高弹保湿(绿色),150ml/瓶,瓶,12.00,好迪,广州好迪集团有限公司,广州
276,6920547827271,美王香果萃柔顺去屑洗发露-滋润柔亮,400g,瓶,15.0,美王,名臣健康用品股份有限公司,广东
278,6920547852440,500g倍效洗手液(清爽抑菌),500g,瓶,11.50,蒂花之秀,名臣健康用品股份有限公司,广东
279,6920547852556,特效去屑洗发露(焗油精华),400G/瓶,瓶,18.00,蒂花之秀,名臣健康用品股份有限公司,广东
280,6920547852570,400g新倍效去屑洗发露[顺爽止痒],400g,瓶,18.00,蒂花之秀,名臣健康用品股份有限公司,广东
281,6920547852587,400g新倍效去屑洗发露（滋养乌发）,400g,瓶,18.00,蒂花之秀,名臣健康用品股份有限公司,广东
282,6920547853034,蒂花之秀倍效护发精华素〔多效修护型〕 500ml,500G/瓶,瓶,6.50,蒂花之秀,名臣健康用品股份有限公司,广东
283,6920547854420,蒂花之秀倍效去屑洗发露〔水润莹亮〕400g,400g,瓶,18.00,蒂花之秀,名臣健康用品股份有限公司,广东
286,6920547857001,300g新倍效弹力素（柔韧护卷）,300g,瓶,13.00,蒂花之秀,名臣健康用品股份有限公司,广东
287,6920547857018,蒂花之秀倍效弹力素〔清爽自然〕300g,300g,瓶,13.00,蒂花之秀,名臣健康用品股份有限公司,广东
288,6920658284277,旺旺果粒多果汁饮料,300ml,包,3.60,旺旺,南京福旺食品有限公司,江苏
289,6920658284284,旺旺果粒多果汁饮料,300ml,包,4.5,旺旺,南京福旺食品有限公司,江苏
291,6920761200058,500ml特级草菇老抽,500ml,瓶,7.2,加加,加加食品集团股份有限公司,郑州
292,6920761200133,加加老抽王酱油,800ml,壶,6.50,加加,加加食品集团股份有限公司,郑州
293,6920761200225,500ml草菇老抽,500ml,瓶,7.20,加加,加加食品集团股份有限公司,郑州
294,6920761200232,加加金标生抽,500ml,瓶,7.80,加加,加加食品集团股份有限公司,郑州
309,6942717701839,和其正凉茶(植物饮料)550ml,550ml,瓶,4.00,达利园,湖北达利食品有限公司,湖北
312,6926718445077,香辣火锅蘸料,180g,袋,6,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
313,6926718490213,涮牛羊微辣香汤,200g,袋,6.60,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
314,6926718495188,涮牛羊美味清汤,200g,袋,9.02,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
315,6926718495195,草原红太阳涮牛羊红油辣汤200g（汤料175g+粉料25g),200g（汤料175g+粉料25g),袋,5.90,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
316,6926718495416,自然草本微辣香汤火锅底料,208g,袋,12.80,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
318,6926718495492,草原红太阳火锅底料三鲜150g,150g,袋,6.30,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
319,6926718495546,麻辣火锅底料,150G,袋,6.93,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
320,6926718495584,美味火锅蘸料,160g,碗,5.80,草原红太阳,内蒙古红太阳食品有限公司,内蒙古
322,6935936110728,爱得利带柄自动PP奶瓶120ML A67,标准商品/只,个,32.80,爱得利,厦门帝尔特企业有限公司,台州
326,6935936140732,爱得利F52吸管学饮杯160ML 学饮杯 练习杯 训练杯,1Pcs/个,瓶,27.9,爱得利,厦门帝尔特企业有限公司,厦门
329,6936003512414,旺仔牛奶糖_原味,15g,包,1.00,旺仔,广州立旺食品有限公司,河南
330,6936014551501,兰卓丽蜜桃芳香去死皮,310ml,瓶,18.2,兰卓丽,深圳市姿逸化妆品有限公司,深圳
336,6936891520652,添乐卡通王奥特曼长棒饼干 50g 海苔味(大福源超市直供),50克,盒,5.00,添乐卡通王,上海添乐卡通食品销售发展有限公司,广州
337,6909409012017,鲜虾条,40克,包,3.5,上好佳,上好佳(中国)有限公司,郑州
338,6909409023020,鲜虾片,12克,包,1.00,上好佳 Oishi,上好佳(中国)有限公司,河南
339,6909409039793,洋葱圈,15g,包,1.20,上好佳 Oishi,上好佳(中国)有限公司,河南
340,6909409040799,洋葱圈,40g,包,3.30,上好佳 Oishi,上好佳(中国)有限公司,郑州
343,6909995113457,旺旺小小酥黑胡椒味20克,20克,包,1.00,旺旺,杭州旺旺食品有限公司,河南
344,6910019001841,雕牌全效洗洁精,500克,瓶,4.80,雕牌,纳爱斯集团有限公司,四川
345,6910019001971,628g雕牌天然皂粉,628克,包,8.2,雕牌,纳爱斯集团有限公司,浙江
346,6910019002701,纳爱斯齿爽绿风牙膏95g,95g/组,支,9.00,纳爱斯,纳爱斯集团有限公司,浙江
347,6910019002718,纳爱斯牙膏齿乐脱敏 95g 美白 清新口气,95g,支,8.00,纳爱斯,纳爱斯集团有限公司,浙江
348,6910019003630,纳爱斯柠檬绿茶牙膏,90g,支,4.1,纳爱斯,纳爱斯集团有限公司,浙江
349,6910019004408,纳爱斯伢牙乐儿童牙膏,40克,支,5.90,纳爱斯,纳爱斯集团有限公司,浙江
350,6910019004415,纳爱斯伢牙乐儿童牙膏/宝宝牙膏/牙膏 儿童营养牙膏香香哈密味40g,40g（盒）,支,7.0,纳爱斯,纳爱斯集团有限公司,浙江
351,6910019005146,纳爱斯钻闪白牙膏95g,95g,盒,12.00,纳爱斯,纳爱斯集团有限公司,浙江
352,6910019005276,纳爱斯牙刷适齿防滑（YS104）,单支装,个,5.30,纳爱斯,纳爱斯集团有限公司,浙江
353,6910019005283,纳爱斯牙刷纤丝爽洁（YS105）,单支装,支,4.6,纳爱斯,纳爱斯集团有限公司,浙江
354,6910019007416,1360g雕牌超白加香无磷洗衣粉,1.36kg,包,13.00,雕牌,纳爱斯集团有限公司,四川
355,6910019008390,超能天然皂粉,680克,包,11.50,超能,纳爱斯集团有限公司,四川
356,6910019009175,雕牌 焕彩植物皂 232g,232g,块,4.40,雕牌,纳爱斯集团有限公司,浙江
357,6910019009489,超能去渍护纤维双离子洗衣液[1.5Kg],1500g/1500g,包,44.80,超能,纳爱斯集团有限公司,上海
358,6910019009755,218g雕牌增白洗衣皂,218g,块,4.20,雕牌,纳爱斯集团有限公司,四川
360,6901668054067,奥利奥草莓夹心饼干 130g/盒,130g/130g,包,26.0,奥利奥,亿滋食品企业管理(上海)有限公司,江苏
361,6901668054074,奥利奥130G夹心巧克力,130g/130g,包,19.0,奥利奥,亿滋食品企业管理(上海)有限公司,江苏
362,6901668054173,奥利奥轻甜夹心饼干巧克力味130g,130g/130g,包,19.0,奥利奥,亿滋食品企业管理(上海)有限公司,北京
367,6901826807641,南孚碱性电池,7号LR03 5×1B 单粒可撕,个,2.50,南孚,福建南平南孚电池有限公司,福建
368,6901826817237,南孚碱性电池,5号  5粒装 LR6-5×1B/1.5,包,2.90,南孚,福建南平南孚电池有限公司,福建
370,6902022130281,蓝月亮野菊花清爽洗手液Hand Wash500g,500g,瓶,15.70,蓝月亮,蓝月亮(中国)有限公司,广东
371,6902083890636,娃哈哈爽歪歪营养酸奶饮品,200g,瓶,7.60,娃哈哈,杭州娃哈哈集团有限公司,郑州
372,6902083891015,娃哈哈爽歪歪营养酸奶饮品,200g×24瓶,件,46.00,娃哈哈,杭州娃哈哈集团有限公司,河南
373,6902083893842,娃哈哈营养快线水果酸奶饮品（椰子味）,500g,瓶,4.00,娃哈哈,杭州娃哈哈集团有限公司,河南
374,6902083894757,娃哈哈营养快线水果酸奶饮品（椰子味）,500g*15瓶,件,55.00,娃哈哈,杭州娃哈哈集团有限公司,河南
375,6902088302134,福泰隆力士 白皙焕柔香皂125g热销,125g/125g,快,4.20,力士,联合利华(中国)有限公司,合肥
381,6902088603217,中華魔丽迅白酷爽薄荷味牙膏,100克/支,支,10.50,中華,联合利华(中国)有限公司,安微
382,6902132007039,冷酸灵冰柠劲爽双重抗敏感牙膏110克,200*45*38,支,7.59,冷酸灵,重庆登康口腔护理用品股份有限公司,重庆
383,6902132080803,冷酸灵抗敏感牙膏,130g,盒,3.5,冷酸灵,重庆登康口腔护理用品股份有限公司,重庆
392,6939729900015,今麦郎冰红茶（箱）,1*15瓶,件,38.00,今麦郎,今麦郎饮品股份有限公司,北京
393,6939729900060,今麦郎冰红茶,500ml,瓶,3.60,今麦郎,今麦郎饮品股份有限公司,河南
413,4891338008761,黑人茶倍健牙膏90g,支,支,8.50,黑人牙膏,深圳市东华通贸易发展有限公司,广州
415,6927583100504,245克*12糖水草莓罐头,245克*12瓶,件,55,家家红,湖南家家红食品有限公司,湖南
421,6927859201010,舒服佳超强低缩澡巾,30*20（cm）   800条/一件,条,25.2,舒服佳,石家庄市龙泰针纺制品有限公司,无极
422,6927902017469,采诗120g珍珠美白洁面乳,支,支,16.8,采诗,广州市采诗化妆品有限公司,广东
423,6927902017483,120g新采诗洁面乳(果酸美白),瓶,支,21.0,采诗,广州市采诗化妆品有限公司,广东
431,6928402020003,70g盼盼金虾条,70克,包,2.00,盼盼,漯河晋江福源食品工业有限公司,福建
432,6920143500363,大红袍中国红红汤火锅底料,400克,袋,13.90,大红袍,四川天味食品集团股份有限公司,四川
433,6920143500516,大红袍红汤火锅底料150g,150g/袋,包,9.00,大红袍,四川天味食品集团股份有限公司,四川
434,6920174700305,珍亮分控型牙刷12支/组*12组,12支/组*12组,支,5,立白,广州立白企业集团有限公司,广州
435,6920174700565,立白深海矿物盐精华洗洁精1.1kg,1.1千克,桶,15.60,立白,广州立白企业集团有限公司,广州
436,6920174700589,立白茶洁洗洁精,1.1kg,瓶,17.50,立白,广州立白企业集团有限公司,广州
439,6920174762921,立白生姜洗洁精1.5千克,1.5千克,桶,16.00,立白,广州立白企业集团有限公司,广州
440,6920174764086,立白盐洁洗洁精,460g,瓶,6.50,立白,广州立白企业集团有限公司,广州
441,6920174764093,立白天然茶洁洗洁精460克,460克,瓶,6.50,liby立白,广州立白企业集团有限公司,广州
442,6920174764109,立白天然橙结洗洁精460克,460克,瓶,6.50,liby立白,广州立白企业集团有限公司,广州
446,6920174788990,立白超威除菌洁厕精500g,500g,瓶,5.00,立白,广州立白企业集团有限公司,广州
451,6920319827799,黄酒,500ml*12,瓶,6.8,瓜渚湖,绍兴柯桥第三酒厂,浙江
452,6920352500048,可口可乐荣誉出品 雪碧500ml单瓶装,500mL,瓶,2.40,雪碧,郑州太古可口可乐饮料有限公司,河南
453,6920174700602,立白橙洁洗洁精1.1kg,1.1kg,桶,17.50,立白,广州立白企业集团有限公司,广州
454,6920174700718,立白天然柔护皂粉1.136kg,1.136kg,包,11.9,立白,广州立白企业集团有限公司,广州
455,6920174700787,立白全效护理洗衣液,500ml,袋,10.00,立白,广州立白企业集团有限公司,广州
456,6920174700794,1000g立白全效护理洗衣液,1l/1l,桶,22.60,立白,广州立白企业集团有限公司,广州
457,6920174700800,立白全效护理洗衣液,2kg,袋,35.00,立白,广州立白企业集团有限公司,广州
459,6920174720693,立白植物洗衣皂清新花香232g,232g,块,4.80,立白,广州立白企业集团有限公司,广州
